soc_code,occupation,skill,importance,level
11-3031.01,Treasurers and Controllers,Quality Control Analysis,1.88,1.38
11-3031.01,Treasurers and Controllers,Technology Design,1.62,0.62
11-3031.01,Treasurers and Controllers,Programming,1.62,1.0
11-3031.01,Treasurers and Controllers,Science,1.25,0.25
11-3031.01,Treasurers and Controllers,Operation and Control,1.12,0.12
11-3031.01,Treasurers and Controllers,Equipment Selection,1.0,0.0
11-3031.01,Treasurers and Controllers,Installation,1.0,0.0
11-3031.01,Treasurers and Controllers,Equipment Maintenance,1.0,0.0
11-3031.01,Treasurers and Controllers,Troubleshooting,1.0,0.0
11-3031.01,Treasurers and Controllers,Repairing,1.0,0.0
11-3031.03,Investment Fund Managers,Reading Comprehension,4.0,4.25
11-3031.03,Investment Fund Managers,Active Listening,4.0,4.12
11-3031.03,Investment Fund Managers,Critical Thinking,4.0,4.0
11-3031.03,Investment Fund Managers,Speaking,3.88,4.12
11-3031.03,Investment Fund Managers,Judgment and Decision Making,3.88,4.25
11-3031.03,Investment Fund Managers,Active Learning,3.75,3.88
11-3031.03,Investment Fund Managers,Complex Problem Solving,3.75,3.88
11-3031.03,Investment Fund Managers,Writing,3.62,3.88
11-3031.03,Investment Fund Managers,Monitoring,3.5,4.0
11-3031.03,Investment Fund Managers,Mathematics,3.38,3.62
11-3031.03,Investment Fund Managers,Systems Analysis,3.38,3.75
11-3031.03,Investment Fund Managers,Systems Evaluation,3.25,3.75
11-3031.03,Investment Fund Managers,Time Management,3.25,3.88
11-3031.03,Investment Fund Managers,Coordination,3.12,3.12
11-3031.03,Investment Fund Managers,Persuasion,3.12,3.5
11-3031.03,Investment Fund Managers,Social Perceptiveness,3.0,3.38
11-3031.03,Investment Fund Managers,Negotiation,3.0,3.5
11-3031.03,Investment Fund Managers,Instructing,3.0,2.88
11-3031.03,Investment Fund Managers,Learning Strategies,2.88,3.12
11-3031.03,Investment Fund Managers,Service Orientation,2.88,3.0
11-3031.03,Investment Fund Managers,Management of Personnel Resources,2.88,3.38
11-3031.03,Investment Fund Managers,Management of Financial Resources,2.75,
11-3031.03,Investment Fund Managers,Management of Material Resources,2.25,
11-3031.03,Investment Fund Managers,Operations Analysis,2.0,
11-3031.03,Investment Fund Managers,Technology Design,1.88,
11-3031.03,Investment Fund Managers,Operations Monitoring,1.88,1.5
11-3031.03,Investment Fund Managers,Programming,1.75,
11-3031.03,Investment Fund Managers,Quality Control Analysis,1.5,
11-3031.03,Investment Fund Managers,Science,1.0,0.0
11-3031.03,Investment Fund Managers,Equipment Selection,1.0,0.0
11-3031.03,Investment Fund Managers,Installation,1.0,0.0
11-3031.03,Investment Fund Managers,Operation and Control,1.0,0.0
11-3031.03,Investment Fund Managers,Equipment Maintenance,1.0,0.0
11-3031.03,Investment Fund Managers,Troubleshooting,1.0,0.0
11-3031.03,Investment Fund Managers,Repairing,1.0,0.0
11-3051.00,Industrial Production Managers,Speaking,4.0,4.0
11-3051.00,Industrial Production Managers,Critical Thinking,4.0,4.0
11-3051.00,Industrial Production Managers,Monitoring,4.0,4.88
11-3051.00,Industrial Production Managers,Coordination,4.0,4.0
11-3051.00,Industrial Production Managers,Judgment and Decision Making,4.0,4.38
11-3051.00,Industrial Production Managers,Reading Comprehension,3.88,4.0
11-3051.00,Industrial Production Managers,Active Listening,3.88,4.0
11-3051.00,Industrial Production Managers,Time Management,3.88,4.12
11-3051.00,Industrial Production Managers,Management of Personnel Resources,3.88,4.25
11-3051.00,Industrial Production Managers,Learning Strategies,3.75,4.0
11-3051.00,Industrial Production Managers,Systems Analysis,3.75,3.88
11-3051.00,Industrial Production Managers,Active Learning,3.62,4.0
11-3051.00,Industrial Production Managers,Complex Problem Solving,3.62,3.88
11-3051.00,Industrial Production Managers,Social Perceptiveness,3.5,3.88
11-3051.00,Industrial Production Managers,Writing,3.38,4.0
11-3051.00,Industrial Production Managers,Mathematics,3.38,3.75
11-3051.00,Industrial Production Managers,Systems Evaluation,3.38,3.75
11-3051.00,Industrial Production Managers,Management of Financial Resources,3.38,4.0
11-3051.00,Industrial Production Managers,Negotiation,3.25,3.75
11-3051.00,Industrial Production Managers,Management of Material Resources,3.25,4.0
11-3051.00,Industrial Production Managers,Persuasion,3.12,3.62
11-3051.00,Industrial Production Managers,Instructing,3.12,3.62
11-3051.00,Industrial Production Managers,Operations Monitoring,3.12,3.5
11-3051.00,Industrial Production Managers,Quality Control Analysis,3.12,3.88
11-3051.00,Industrial Production Managers,Service Orientation,3.0,3.12
11-3051.00,Industrial Production Managers,Operations Analysis,2.88,2.88
11-3051.00,Industrial Production Managers,Operation and Control,2.75,3.12
11-3051.00,Industrial Production Managers,Troubleshooting,2.25,2.25
11-3051.00,Industrial Production Managers,Equipment Selection,2.12,2.0
11-3051.00,Industrial Production Managers,Repairing,2.12,1.62
11-3051.00,Industrial Production Managers,Equipment Maintenance,2.0,1.38
11-3051.00,Industrial Production Managers,Science,1.62,1.12
11-3051.00,Industrial Production Managers,Technology Design,1.62,1.12
11-3051.00,Industrial Production Managers,Programming,1.62,0.75
11-3051.00,Industrial Production Managers,Installation,1.0,0.0
11-3051.01,Quality Control Systems Managers,Reading Comprehension,4.0,4.12
11-3051.01,Quality Control Systems Managers,Quality Control Analysis,4.0,4.12
11-3051.01,Quality Control Systems Managers,Judgment and Decision Making,4.0,4.12
11-3051.01,Quality Control Systems Managers,Active Listening,3.88,4.12
11-3051.01,Quality Control Systems Managers,Writing,3.88,4.0
11-3051.01,Quality Control Systems Managers,Speaking,3.88,4.12
11-3051.01,Quality Control Systems Managers,Monitoring,3.88,4.5
11-3051.01,Quality Control Systems Managers,Critical Thinking,3.75,4.12
11-3051.01,Quality Control Systems Managers,Coordination,3.75,3.88
11-3051.01,Quality Control Systems Managers,Complex Problem Solving,3.75,4.12
11-3051.01,Quality Control Systems Managers,Systems Evaluation,3.75,4.0
11-3051.01,Quality Control Systems Managers,Active Learning,3.62,4.12
11-3051.01,Quality Control Systems Managers,Systems Analysis,3.62,3.88
11-3051.01,Quality Control Systems Managers,Time Management,3.5,3.75
11-3051.01,Quality Control Systems Managers,Social Perceptiveness,3.25,3.75
11-3051.01,Quality Control Systems Managers,Persuasion,3.25,3.5
11-3051.01,Quality Control Systems Managers,Instructing,3.25,3.62
11-3051.01,Quality Control Systems Managers,Operations Monitoring,3.25,3.5
11-3051.01,Quality Control Systems Managers,Management of Personnel Resources,3.25,3.5
11-3051.01,Quality Control Systems Managers,Mathematics,3.12,3.25
11-3051.01,Quality Control Systems Managers,Learning Strategies,3.12,3.38
11-3051.01,Quality Control Systems Managers,Negotiation,3.0,3.12
11-3051.01,Quality Control Systems Managers,Service Orientation,3.0,3.25
11-3051.01,Quality Control Systems Managers,Operation and Control,2.88,3.0
11-3051.01,Quality Control Systems Managers,Operations Analysis,2.75,3.0
11-3051.01,Quality Control Systems Managers,Troubleshooting,2.75,2.75
11-3051.01,Quality Control Systems Managers,Management of Financial Resources,2.75,3.0
11-3051.01,Quality Control Systems Managers,Management of Material Resources,2.75,2.75
11-3051.01,Quality Control Systems Managers,Science,2.25,2.25
11-3051.01,Quality Control Systems Managers,Technology Design,2.12,1.62
11-3051.01,Quality Control Systems Managers,Equipment Selection,2.0,1.38
11-3051.01,Quality Control Systems Managers,Programming,1.88,1.25
11-3051.01,Quality Control Systems Managers,Equipment Maintenance,1.88,1.5
11-3051.01,Quality Control Systems Managers,Repairing,1.75,1.12
11-3051.01,Quality Control Systems Managers,Installation,1.0,0.0
11-3051.02,Geothermal Production Managers,Critical Thinking,4.0,3.88
11-3051.02,Geothermal Production Managers,Reading Comprehension,3.88,4.25
11-3051.02,Geothermal Production Managers,Speaking,3.88,4.0
11-3051.02,Geothermal Production Managers,Monitoring,3.88,4.38
11-3051.02,Geothermal Production Managers,Coordination,3.75,3.62
11-3051.02,Geothermal Production Managers,Judgment and Decision Making,3.75,3.62
11-3051.02,Geothermal Production Managers,Active Listening,3.62,3.62
11-3051.02,Geothermal Production Managers,Writing,3.62,3.75
11-3051.02,Geothermal Production Managers,Complex Problem Solving,3.62,3.62
11-3051.02,Geothermal Production Managers,Time Management,3.62,3.88
11-3051.02,Geothermal Production Managers,Management of Personnel Resources,3.62,3.88
11-3051.02,Geothermal Production Managers,Active Learning,3.5,3.25
11-3051.02,Geothermal Production Managers,Social Perceptiveness,3.5,3.62
11-3051.02,Geothermal Production Managers,Mathematics,3.25,3.75
11-3051.02,Geothermal Production Managers,Learning Strategies,3.25,3.38
11-3051.02,Geothermal Production Managers,Instructing,3.25,3.5
11-3051.02,Geothermal Production Managers,Operations Monitoring,3.25,3.5
11-3051.02,Geothermal Production Managers,Systems Analysis,3.25,3.62
11-3051.02,Geothermal Production Managers,Systems Evaluation,3.25,3.75
11-3051.02,Geothermal Production Managers,Management of Financial Resources,3.25,3.75
11-3051.02,Geothermal Production Managers,Quality Control Analysis,3.12,2.88
11-3051.02,Geothermal Production Managers,Management of Material Resources,3.12,3.25
11-3051.02,Geothermal Production Managers,Persuasion,3.0,3.38
11-3051.02,Geothermal Production Managers,Negotiation,3.0,3.38
11-3051.02,Geothermal Production Managers,Service Orientation,2.88,3.0
11-3051.02,Geothermal Production Managers,Operation and Control,2.88,
11-3051.02,Geothermal Production Managers,Troubleshooting,2.88,3.12
11-3051.02,Geothermal Production Managers,Repairing,2.75,3.0
11-3051.02,Geothermal Production Managers,Equipment Maintenance,2.5,
11-3051.02,Geothermal Production Managers,Science,2.38,
11-3051.02,Geothermal Production Managers,Equipment Selection,2.25,2.62
11-3051.02,Geothermal Production Managers,Operations Analysis,2.0,
11-3051.02,Geothermal Production Managers,Technology Design,2.0,
11-3051.02,Geothermal Production Managers,Programming,1.88,1.25
11-3051.02,Geothermal Production Managers,Installation,1.0,0.0
11-3051.03,Biofuels Production Managers,Reading Comprehension,3.88,4.0
11-3051.03,Biofuels Production Managers,Critical Thinking,3.88,3.88
11-3051.03,Biofuels Production Managers,Management of Personnel Resources,3.88,3.62
11-3051.03,Biofuels Production Managers,Active Listening,3.75,3.88
11-3051.03,Biofuels Production Managers,Monitoring,3.75,3.88
11-3051.03,Biofuels Production Managers,Speaking,3.62,4.0
11-3051.03,Biofuels Production Managers,Coordination,3.62,4.0
11-3051.03,Biofuels Production Managers,Writing,3.5,3.5
11-3051.03,Biofuels Production Managers,Judgment and Decision Making,3.5,3.88
11-3051.03,Biofuels Production Managers,Time Management,3.5,3.75
11-3051.03,Biofuels Production Managers,Learning Strategies,3.38,3.5
11-3051.03,Biofuels Production Managers,Social Perceptiveness,3.38,3.75
11-3051.03,Biofuels Production Managers,Complex Problem Solving,3.38,3.75
11-3051.03,Biofuels Production Managers,Active Learning,3.25,3.62
11-3051.03,Biofuels Production Managers,Instructing,3.25,3.62
11-3051.03,Biofuels Production Managers,Service Orientation,3.25,3.25
11-3051.03,Biofuels Production Managers,Systems Analysis,3.25,3.5
11-3051.03,Biofuels Production Managers,Persuasion,3.12,3.38
11-3051.03,Biofuels Production Managers,Operation and Control,3.12,3.38
11-3051.03,Biofuels Production Managers,Mathematics,3.0,3.25
11-3051.03,Biofuels Production Managers,Science,3.0,3.5
11-3051.03,Biofuels Production Managers,Negotiation,3.0,3.25
11-3051.03,Biofuels Production Managers,Operations Monitoring,3.0,3.5
11-3051.03,Biofuels Production Managers,Systems Evaluation,3.0,3.38
11-3051.03,Biofuels Production Managers,Management of Financial Resources,3.0,3.12
11-3051.03,Biofuels Production Managers,Management of Material Resources,2.75,3.0
11-3051.03,Biofuels Production Managers,Quality Control Analysis,2.62,3.12
11-3051.03,Biofuels Production Managers,Troubleshooting,2.25,2.0
11-3051.03,Biofuels Production Managers,Operations Analysis,2.12,
11-3051.03,Biofuels Production Managers,Programming,2.12,1.62
11-3051.03,Biofuels Production Managers,Technology Design,1.88,
11-3051.03,Biofuels Production Managers,Equipment Maintenance,1.5,
11-3051.03,Biofuels Production Managers,Equipment Selection,1.25,0.38
11-3051.03,Biofuels Production Managers,Repairing,1.12,0.12
11-3051.03,Biofuels Production Managers,Installation,1.0,0.0
11-3051.04,Biomass Power Plant Managers,Speaking,4.0,4.0
11-3051.04,Biomass Power Plant Managers,Critical Thinking,4.0,4.0
11-3051.04,Biomass Power Plant Managers,Reading Comprehension,3.88,4.25
11-3051.04,Biomass Power Plant Managers,Active Listening,3.88,3.88
11-3051.04,Biomass Power Plant Managers,Monitoring,3.88,4.62
11-3051.04,Biomass Power Plant Managers,Coordination,3.75,4.0
11-3051.04,Biomass Power Plant Managers,Complex Problem Solving,3.75,3.75
11-3051.04,Biomass Power Plant Managers,Judgment and Decision Making,3.75,3.88
11-3051.04,Biomass Power Plant Managers,Management of Personnel Resources,3.75,4.12
11-3051.04,Biomass Power Plant Managers,Time Management,3.62,3.75
11-3051.04,Biomass Power Plant Managers,Operations Monitoring,3.38,3.88
11-3051.04,Biomass Power Plant Managers,Social Perceptiveness,3.25,3.62
11-3051.04,Biomass Power Plant Managers,Instructing,3.25,3.5
11-3051.04,Biomass Power Plant Managers,Writing,3.12,3.75
11-3051.04,Biomass Power Plant Managers,Active Learning,3.12,3.38
11-3051.04,Biomass Power Plant Managers,Quality Control Analysis,3.12,3.25
11-3051.04,Biomass Power Plant Managers,Systems Analysis,3.12,3.75
11-3051.04,Biomass Power Plant Managers,Systems Evaluation,3.12,3.75
11-3051.04,Biomass Power Plant Managers,Management of Financial Resources,3.12,3.62
11-3051.04,Biomass Power Plant Managers,Management of Material Resources,3.12,3.62
11-3051.04,Biomass Power Plant Managers,Mathematics,3.0,3.25
11-3051.04,Biomass Power Plant Managers,Learning Strategies,3.0,3.12
11-3051.04,Biomass Power Plant Managers,Persuasion,3.0,3.25
11-3051.04,Biomass Power Plant Managers,Operation and Control,3.0,3.0
11-3051.04,Biomass Power Plant Managers,Troubleshooting,3.0,3.0
11-3051.04,Biomass Power Plant Managers,Negotiation,2.88,2.88
11-3051.04,Biomass Power Plant Managers,Service Orientation,2.75,2.75
11-3051.04,Biomass Power Plant Managers,Science,2.5,2.5
11-3051.04,Biomass Power Plant Managers,Equipment Maintenance,2.38,2.75
11-3051.04,Biomass Power Plant Managers,Repairing,2.25,2.75
11-3051.04,Biomass Power Plant Managers,Operations Analysis,2.12,2.12
11-3051.04,Biomass Power Plant Managers,Equipment Selection,2.12,2.0
11-3051.04,Biomass Power Plant Managers,Technology Design,1.62,0.75
11-3051.04,Biomass Power Plant Managers,Programming,1.62,0.88
11-3051.04,Biomass Power Plant Managers,Installation,1.0,0.0
11-3051.06,Hydroelectric Production Managers,Active Listening,4.12,4.0
11-3051.06,Hydroelectric Production Managers,Speaking,4.12,4.12
11-3051.06,Hydroelectric Production Managers,Reading Comprehension,3.88,4.12
11-3051.06,Hydroelectric Production Managers,Monitoring,3.88,3.75
11-3051.06,Hydroelectric Production Managers,Judgment and Decision Making,3.88,3.88
11-3051.06,Hydroelectric Production Managers,Critical Thinking,3.75,4.0
11-3051.06,Hydroelectric Production Managers,Time Management,3.75,3.75
11-3051.06,Hydroelectric Production Managers,Management of Personnel Resources,3.75,3.75
11-3051.06,Hydroelectric Production Managers,Active Learning,3.62,3.62
11-3051.06,Hydroelectric Production Managers,Learning Strategies,3.62,3.75
11-3051.06,Hydroelectric Production Managers,Complex Problem Solving,3.62,3.75
11-3051.06,Hydroelectric Production Managers,Writing,3.5,3.88
11-3051.06,Hydroelectric Production Managers,Coordination,3.5,3.75
